index,p_die
0,0.0362068370307167
1,0.0321922892801299
2,0.028177741529543
3,0.0241631937789561
4,0.0201486460283693
5,0.0161340982777824
6,0.0137743478834009
7,0.0114145974890193
8,0.0090548470946378
9,0.00669509670025626
10,0.00433534630587473
11,0.00430163379012421
12,0.00426792127437369
13,0.00423420875862317
14,0.00420049624287265
15,0.00416678372712213
16,0.00492436680497913
17,0.00568194988283613
18,0.00643953296069312
19,0.00719711603855012
20,0.00795469911640712
21,0.00865411763572691
22,0.0093535361550467
23,0.0100529546743665
24,0.0107523731936863
25,0.0114517917130061
26,0.0120950279168261
27,0.0127382641206461
28,0.0133815003244661
29,0.0140247365282861
30,0.0146679727321061
31,0.0158820246258857
32,0.0170960765196654
33,0.018310128413445
34,0.0195241803072247
35,0.0207382322010044
36,0.02248760118102
37,0.0242369701610356
38,0.0259863391410512
39,0.0277357081210668
40,0.0294850771010824
41,0.0319848033905322
42,0.034484529679982
43,0.0369842559694318
44,0.0394839822588816
45,0.0419837085483314
46,0.0447340874747003
47,0.0474844664010693
48,0.0502348453274382
49,0.0529852242538072
50,0.0557356031801761
51,0.0595855615123341
52,0.0634355198444921
53,0.0672854781766502
54,0.0711354365088082
55,0.0749853948409662
56,0.0792293701151369
57,0.0834733453893075
58,0.0877173206634782
59,0.0919612959376489
60,0.0962052712118196
61,0.102901622950491
62,0.109597974689162
63,0.116294326427833
64,0.122990678166503
65,0.129687029905174
66,0.138572697799085
67,0.147458365692997
68,0.156344033586908
69,0.165229701480819
70,0.17411536937473
71,0.188155233320635
72,0.20219509726654
73,0.216234961212445
74,0.23027482515835
75,0.244314689104256
76,0.262785280855124
77,0.281255872605993
78,0.299726464356861
79,0.31819705610773
80,0.336667647858598
81,0.362194945608996
82,0.387722243359393
83,0.41324954110979
84,0.438776838860187
85,0.464304136610584
86,0.491420600881083
87,0.518537065151582
88,0.545653529422081
89,0.57276999369258
90,0.599886457963079
91,0.62468001027128
92,0.649473562579482
93,0.674267114887683
94,0.699060667195885
95,0.723854219504086
96,0.744608316782619
97,0.765362414061151
98,0.786116511339684
99,0.806870608618216
100,0.827624705896749
101,0.842071507195819
102,0.85651830849489
103,0.870965109793961
104,0.885411911093032
105,0.899858712392102
106,0.908290674191711
107,0.91672263599132
108,0.92515459779093
109,0.933586559590539
110,0.942018521390148
111,1
