index,p_die
0,0.0316363035843872
1,0.0263930502407638
2,0.0211497968971404
3,0.015906543553517
4,0.0106632902098936
5,0.00542003686627022
6,0.0051103997236822
7,0.00480076258109419
8,0.00449112543850617
9,0.00418148829591816
10,0.00387185115333014
11,0.00374961241684847
12,0.0036273736803668
13,0.00350513494388513
14,0.00338289620740346
15,0.00326065747092179
16,0.00408813949893824
17,0.0049156215269547
18,0.00574310355497115
19,0.0065705855829876
20,0.00739806761100406
21,0.00880393292145639
22,0.0102097982319087
23,0.011615663542361
24,0.0130215288528134
25,0.0144273941632657
26,0.0164077749715976
27,0.0183881557799294
28,0.0203685365882613
29,0.0223489173965932
30,0.0243292982049251
31,0.0265873708839192
32,0.0288454435629132
33,0.0311035162419073
34,0.0333615889209014
35,0.0356196615998955
36,0.0371052247978844
37,0.0385907879958732
38,0.0400763511938621
39,0.041561914391851
40,0.0430474775898398
41,0.0442042389887899
42,0.0453610003877399
43,0.0465177617866899
44,0.0476745231856399
45,0.0488312845845899
46,0.0495636417180323
47,0.0502959988514747
48,0.051028355984917
49,0.0517607131183594
50,0.0524930702518017
51,0.0544455025610832
52,0.0563979348703648
53,0.0583503671796463
54,0.0603027994889278
55,0.0622552317982093
56,0.0645150208256876
57,0.0667748098531659
58,0.0690345988806441
59,0.0712943879081224
60,0.0735541769356006
61,0.0779731511862905
62,0.0823921254369804
63,0.0868110996876702
64,0.0912300739383601
65,0.09564904818905
66,0.102354007785811
67,0.109058967382572
68,0.115763926979334
69,0.122468886576095
70,0.129173846172856
71,0.136763877521244
72,0.144353908869633
73,0.151943940218021
74,0.159533971566409
75,0.167124002914797
76,0.179612565081432
77,0.192101127248067
78,0.204589689414701
79,0.217078251581336
80,0.229566813747971
81,0.259534168089076
82,0.289501522430181
83,0.319468876771286
84,0.349436231112391
85,0.379403585453496
86,0.412497965587141
87,0.445592345720786
88,0.478686725854431
89,0.511781105988075
90,0.54487548612172
91,0.578867410973289
92,0.612859335824858
93,0.646851260676427
94,0.680843185527996
95,0.714835110379565
96,0.742928604737522
97,0.771022099095479
98,0.799115593453436
99,0.827209087811393
100,0.855302582169349
101,0.872883207838065
102,0.890463833506781
103,0.908044459175497
104,0.925625084844213
105,0.943205710512929
106,0.950595285938808
107,0.957984861364688
108,0.965374436790568
109,0.972764012216448
110,0.980153587642328
111,1
