index,p_die
0,0.0415235013867078
1,0.0367397076713083
2,0.0319559139559089
3,0.0271721202405095
4,0.02238832652511
5,0.0176045328097106
6,0.0148863459532454
7,0.0121681590967802
8,0.00944997224031501
9,0.00673178538384981
10,0.00401359852738461
11,0.00395164047857936
12,0.00388968242977412
13,0.00382772438096887
14,0.00376576633216362
15,0.00370380828335838
16,0.00427991928807669
17,0.00485603029279501
18,0.00543214129751333
19,0.00600825230223165
20,0.00658436330694996
21,0.00694621365302608
22,0.00730806399910219
23,0.0076699143451783
24,0.00803176469125442
25,0.00839361503733053
26,0.00884546698029149
27,0.00929731892325246
28,0.00974917086621342
29,0.0102010228091744
30,0.0106528747521353
31,0.0114068986612466
32,0.0121609225703578
33,0.012914946479469
34,0.0136689703885802
35,0.0144229942976915
36,0.015436541740693
37,0.0164500891836946
38,0.0174636366266961
39,0.0184771840696977
40,0.0194907315126992
41,0.020993344595086
42,0.0224959576774728
43,0.0239985707598596
44,0.0255011838422463
45,0.0270037969246331
46,0.0288447859270158
47,0.0306857749293984
48,0.0325267639317811
49,0.0343677529341638
50,0.0362087419365465
51,0.0392854358247498
52,0.042362129712953
53,0.0454388236011563
54,0.0485155174893596
55,0.0515922113775629
56,0.0553614304635812
57,0.0591306495495996
58,0.0628998686356179
59,0.0666690877216363
60,0.0704383068076546
61,0.0769309201348023
62,0.0834235334619499
63,0.0899161467890976
64,0.0964087601162452
65,0.102901373443393
66,0.111690050158579
67,0.120478726873766
68,0.129267403588953
69,0.138056080304139
70,0.146844757019326
71,0.161109303637424
72,0.175373850255521
73,0.189638396873619
74,0.203902943491716
75,0.218167490109814
76,0.237018563803198
77,0.255869637496583
78,0.274720711189967
79,0.293571784883351
80,0.312422858576736
81,0.337315622739013
82,0.362208386901289
83,0.387101151063566
84,0.411993915225843
85,0.436886679388119
86,0.458156747638191
87,0.479426815888262
88,0.500696884138333
89,0.521966952388405
90,0.543237020638476
91,0.568413762062591
92,0.593590503486707
93,0.618767244910822
94,0.643943986334937
95,0.669120727759053
96,0.692792829813601
97,0.71646493186815
98,0.740137033922699
99,0.763809135977247
100,0.787481238031796
101,0.805108606113396
102,0.822735974194996
103,0.840363342276596
104,0.857990710358197
105,0.875618078439797
106,0.886245068164641
107,0.896872057889485
108,0.90749904761433
109,0.918126037339174
110,0.928753027064018
111,1
