index,p_die
0,0.024978860571987
1,0.0208409753106211
2,0.0167030900492552
3,0.0125652047878893
4,0.00842731952652338
5,0.00428943426515747
6,0.00416878888541478
7,0.0040481435056721
8,0.00392749812592942
9,0.00380685274618673
10,0.00368620736644405
11,0.00359851838872128
12,0.00351082941099851
13,0.00342314043327575
14,0.00333545145555298
15,0.00324776247783021
16,0.00325702560204127
17,0.00326628872625232
18,0.00327555185046337
19,0.00328481497467443
20,0.00329407809888548
21,0.00334791983436068
22,0.00340176156983588
23,0.00345560330531108
24,0.00350944504078628
25,0.00356328677626148
26,0.00368062532925942
27,0.00379796388225736
28,0.00391530243525529
29,0.00403264098825323
30,0.00414997954125117
31,0.00436747909382859
32,0.00458497864640601
33,0.00480247819898344
34,0.00501997775156086
35,0.00523747730413828
36,0.00561880126965244
37,0.0060001252351666
38,0.00638144920068076
39,0.00676277316619492
40,0.00714409713170908
41,0.00779637672781971
42,0.00844865632393035
43,0.00910093592004098
44,0.00975321551615162
45,0.0104054951122623
46,0.0115059260673362
47,0.0126063570224101
48,0.013706787977484
49,0.0148072189325579
50,0.0159076498876318
51,0.0177438927892539
52,0.019580135690876
53,0.0214163785924981
54,0.0232526214941202
55,0.0250888643957423
56,0.0281148999124742
57,0.0311409354292061
58,0.034166970945938
59,0.0371930064626699
60,0.0402190419794018
61,0.0451182488475139
62,0.0500174557156261
63,0.0549166625837382
64,0.0598158694518503
65,0.0647150763199625
66,0.0724346049846304
67,0.0801541336492983
68,0.0878736623139662
69,0.0955931909786341
70,0.103312719643302
71,0.114978844125287
72,0.126644968607273
73,0.138311093089258
74,0.149977217571243
75,0.161643342053229
76,0.17821249277275
77,0.194781643492272
78,0.211350794211793
79,0.227919944931315
80,0.244489095650836
81,0.266063423726559
82,0.287637751802283
83,0.309212079878006
84,0.330786407953729
85,0.352360736029453
86,0.377484955903757
87,0.402609175778061
88,0.427733395652365
89,0.452857615526668
90,0.477981835400972
91,0.503703674464141
92,0.52942551352731
93,0.555147352590479
94,0.580869191653648
95,0.606591030716817
96,0.629675956272215
97,0.652760881827613
98,0.675845807383011
99,0.698930732938408
100,0.722015658493806
101,0.740410865510148
102,0.758806072526489
103,0.777201279542831
104,0.795596486559173
105,0.813991693575514
106,0.827309740133885
107,0.840627786692256
108,0.853945833250626
109,0.867263879808997
110,0.880581926367368
111,0.891128509697476
