index,p_die
0,0.0497030559166044
1,0.0408943819403481
2,0.0320040569204859
3,0.0230313240015659
4,0.0139754193125473
5,0.00483557190176964
6,0.0041425473367902
7,0.00344904015503489
8,0.00275505002041343
9,0.00206057659660108
10,0.00136561954703929
11,0.00141612261576429
12,0.00146662313044155
13,0.00151712109120017
14,0.00156761649816928
15,0.00161810935147799
16,0.00174294368478611
17,0.00186776240922659
18,0.00199256552675109
19,0.00211735303931115
20,0.00224212494885789
21,0.00241428836437774
22,0.00258642207304949
23,0.00275852607999905
24,0.00293060039035153
25,0.00310264500923096
26,0.00333933769206518
27,0.00357597417711131
28,0.00381255447771267
29,0.00404907860720904
30,0.00428554657893687
31,0.00460955451808709
32,0.00493345702425463
33,0.00525725413174771
34,0.00558094587486346
35,0.00590453228788745
36,0.00634545582357748
37,0.00678618379096374
38,0.00722671627678917
39,0.00766705336775819
40,0.00810719515053659
41,0.00870242476744543
42,0.00929729719021477
43,0.00989181263319505
44,0.0104859713106079
45,0.0110797734365464
46,0.0118746548416288
47,0.0126688973312241
48,0.0134625014188846
49,0.0142554676177494
50,0.0150477964405455
51,0.0160940675397124
52,0.0171392272314334
53,0.0181832766963072
54,0.0192262171136788
55,0.0202680496616402
56,0.0216192936371756
57,0.0229686739802341
58,0.024316193261133
59,0.0256618540466448
60,0.0270056589000021
61,0.0287085164173461
62,0.0304083937285348
63,0.0321052960492886
64,0.0337992285862
65,0.0354901965367488
66,0.0375709745351119
67,0.0396472635826496
68,0.0417190733635661
69,0.0437864135411737
70,0.0458492937579379
71,0.048297934305893
72,0.0507402908983956
73,0.0531763796619842
74,0.0556062166818115
75,0.0580298180017513
76,0.0607866439056207
77,0.063535401518997
78,0.0662761144550185
79,0.0690088062577159
80,0.0717335004022146
81,0.0746866073563364
82,0.0776303195507783
83,0.0805646668732184
84,0.0834896791162524
85,0.0864053859776966
86,0.0894045767467054
87,0.0923939216331632
88,0.0953734529595898
89,0.0983432029423952
90,0.101303203692228
91,0.104188682555986
92,0.10706489690661
93,0.109931876490013
94,0.112789650956602
95,0.115638249861583
96,0.118273341116643
97,0.120900580713803
98,0.123519992048279
99,0.126131598445578
100,0.128735423161707
101,0.131029880297205
102,0.133318295027575
103,0.135600683265366
104,0.13787706088122
105,0.140147443703986
106,0.142064015208671
107,0.143976314764281
108,0.145884351892792
109,0.147788136094957
110,0.149687676850353
111,0.559861728495261
