index,p_die
0,0.0167290631658571
1,0.0136959134961746
2,0.0106534073037127
3,0.00760151572589374
4,0.0045402098111057
5,0.00146946051842833
6,0.00129950170298676
7,0.00112951395903704
8,0.000959497281655119
9,0.000789451665916374
10,0.000619377106895191
11,0.000602151409313745
12,0.000584925414823689
13,0.000567699123419918
14,0.000550472535097435
15,0.000533245649850911
16,0.000570833344379906
17,0.000608419625320211
18,0.000646004492725227
19,0.000683587946647912
20,0.000721169987141557
21,0.000792186411175067
22,0.000863197788236403
23,0.000934204118684168
24,0.00100520540287707
25,0.00107620164117372
26,0.00116655086423267
27,0.00125689191551503
28,0.00134722479575988
29,0.0014375495057064
30,0.00152786604609334
31,0.00163452357607008
32,0.0017411697128108
33,0.00184780445753241
34,0.00195442781145205
35,0.00206103977578631
36,0.00219393223503428
37,0.00232680699740262
38,0.00245966406524789
39,0.00259250344092643
40,0.00272532512679424
41,0.00290911053563869
42,0.00309286207510162
43,0.00327657975142459
44,0.00346026357084839
45,0.00364391353961213
46,0.00392203533246704
47,0.00420007949069634
48,0.00447804603597091
49,0.00475593498995575
50,0.00503374637430931
51,0.00547586273642864
52,0.00591778264276166
53,0.00635950618060421
54,0.00680103343721328
55,0.00724236449980686
56,0.00795471193417607
57,0.00866654822781054
58,0.00937787374747634
59,0.0100886888596762
60,0.0107989939306501
61,0.0119338617288223
62,0.0130674275419465
63,0.0141996928637341
64,0.0153306591861831
65,0.0164603279995795
66,0.0182132990439758
67,0.0199631457533097
68,0.0217098736961099
69,0.0234534884309803
70,0.0251939955066175
71,0.0277662763753724
72,0.0303317696075749
73,0.0328904931141809
74,0.035442464758884
75,0.0379877023582397
76,0.0414888302731334
77,0.0449772162545754
78,0.0484529066752979
79,0.0519159477392654
80,0.0553663854822887
81,0.0596739271834177
82,0.0639618264377589
83,0.0682301728151282
84,0.0724790554769015
85,0.0767085631778778
86,0.0813954577906304
87,0.0860585603695407
88,0.0906979916898603
89,0.0953138719137499
90,0.0999063205933929
91,0.104371130236274
92,0.108813792712029
93,0.113234417879096
94,0.117633115050971
95,0.122009992998916
96,0.125756950066055
97,0.129487916419004
98,0.133202960300591
99,0.136902149662403
100,0.140585552166039
101,0.143411190570969
102,0.146227538659201
103,0.149034626976039
104,0.151832485966358
105,0.154621145974934
106,0.156585832998051
107,0.158545954026784
108,0.160501519672649
109,0.162452540522499
110,0.164399027138582
111,0.596319414018047
