index,p_die
0,0.0154957659766503
1,0.0125329086760166
2,0.00956113468098962
3,0.00658041715685143
4,0.00359072918812564
5,0.000592043778334106
6,0.00053280619820284
7,0.000473565106901885
8,0.000414320504223187
9,0.000355072389958688
10,0.000295820763900001
11,0.000297176841184132
12,0.000298532916628846
13,0.000299888990234032
14,0.000301245061999689
15,0.000302601131925928
16,0.000360468306558337
17,0.000418332131567167
18,0.000476192607146486
19,0.000534049733489916
20,0.000591903510791636
21,0.000634785396344206
22,0.00067766544195158
23,0.000720543647692695
24,0.000763420013646488
25,0.000806294539892005
26,0.000808531307281868
27,0.000810768069664625
28,0.000813004827040276
29,0.00081524157940871
30,0.000817478326769927
31,0.000845803761738151
32,0.000874128393719698
33,0.000902452222737216
34,0.000930775248813687
35,0.000959097471971648
36,0.0010488802870936
37,0.00113865503352306
38,0.00122842171198501
39,0.00131818032320452
40,0.0014079308679068
41,0.00158033608987185
42,0.00175271154636869
43,0.00192505724253611
44,0.00209737318351233
45,0.00226965937443457
46,0.00256475240062848
47,0.0028597581488371
48,0.00315467664487401
49,0.00344950791454535
50,0.00374425198364936
51,0.00423383615164763
52,0.00472317972614555
53,0.00521228282537667
54,0.00570114556751644
55,0.00618976807068206
56,0.00698693189060684
57,0.00778345628246435
58,0.00857934175915842
59,0.0093745888331811
60,0.0101691980166136
61,0.0114359993209003
62,0.0127011793526006
63,0.013964740186645
64,0.0152266838953085
65,0.0164870125482141
66,0.0184266265102339
67,0.0203624153043407
68,0.022294386474257
69,0.0242225475488281
70,0.0261469060420516
71,0.0289542868561962
72,0.031753574676557
73,0.0345447928332603
74,0.0373279645891771
75,0.0401031131401171
76,0.0438518702623296
77,0.047585987082908
78,0.0513055207777173
79,0.0550105282993298
80,0.0587010663778962
81,0.0632005138678082
82,0.0676784538142702
83,0.0721349890242212
84,0.0765702218131795
85,0.0809842540075905
86,0.0857398315947902
87,0.0904708007699072
88,0.0951772888726671
89,0.099859422583858
90,0.10451732792874
91,0.108912438115715
92,0.113285976703195
93,0.117638049566549
94,0.121968762061497
95,0.126278219026666
96,0.129864707705707
97,0.133436474420244
98,0.136993579601598
99,0.140536083433024
100,0.144064045850737
101,0.14670599698937
102,0.149339793422286
103,0.151965460319983
104,0.154583022775266
105,0.157192505803489
106,0.158996261758075
107,0.160796157358349
108,0.162592200866148
109,0.164384400525625
110,0.166172764563291
111,0.600264451204245
